index,conference_name,acronym,rank,url
849.0,Intelligent Virtual Agents,IVA,B,https://portal.core.edu.au/conf-ranks/849/
850.0,Interaction,Interaction,C,https://portal.core.edu.au/conf-ranks/850/
851.0,Interaction Design and Children (ACM),IDC,B,https://portal.core.edu.au/conf-ranks/851/
852.0,Interactive Entertainment,IE,Australasian C,https://portal.core.edu.au/conf-ranks/852/
853.0,Interior Design Educators Association (IDEA) Conference,IDEA,B,https://portal.core.edu.au/conf-ranks/853/
854.0,Interiors Forum Scotland conference,IFS,B,https://portal.core.edu.au/conf-ranks/854/
855.0,"Interiors Forum World, Politecnico di Milano",IFW,B,https://portal.core.edu.au/conf-ranks/855/
856.0,International and Interdisciplinary Conference on Modelling and Using Context,CONTEXT,C,https://portal.core.edu.au/conf-ranks/856/
857.0,International Association for the Study of Traditional Environments (US),IASTE,B,https://portal.core.edu.au/conf-ranks/857/
858.0,International Association of Ergonomics Societies Congress,IEA,B,https://portal.core.edu.au/conf-ranks/858/
859.0,International Association of Societies of Design Research,IASDR,B,https://portal.core.edu.au/conf-ranks/859/
860.0,International Atlantic Web Intelligence Conference,AWIC,C,https://portal.core.edu.au/conf-ranks/860/
861.0,International Baltic Conference on Databases and Information Systems,DB&amp;IS,Regional - Baltic,https://portal.core.edu.au/conf-ranks/861/
862.0,International Business Information Management,IBIMA,B,https://portal.core.edu.au/conf-ranks/862/
863.0,International Cognitive Robotics Conference,COGROBO,B,https://portal.core.edu.au/conf-ranks/863/
864.0,International Colloquium on Automata Languages and Programming,ICALP,A,https://portal.core.edu.au/conf-ranks/864/
865.0,"International Colloquium on Data Sciences, Knowledge Discovery and Business Intelligence",DSKDB,C,https://portal.core.edu.au/conf-ranks/865/
866.0,International Colloquium on Structural Information and Communication Complexity,SIROCCO,B,https://portal.core.edu.au/conf-ranks/866/
867.0,International Colloquium on Theoretical Aspects of Computing,ICTAC,C,https://portal.core.edu.au/conf-ranks/867/
868.0,International Command and Control Research and Technology Symposium,ICCRTS,C,https://portal.core.edu.au/conf-ranks/868/
869.0,International Computer Science Conference,ICSC,B,https://portal.core.edu.au/conf-ranks/869/
870.0,International Computer Science Symposium in Russia,CSR,National: Russia,https://portal.core.edu.au/conf-ranks/870/
871.0,International Computer Software and Applications Conference,COMPSAC,B,https://portal.core.edu.au/conf-ranks/871/
872.0,International Computing Education Research Workshop,ICER,A,https://portal.core.edu.au/conf-ranks/872/
873.0,International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region,HPC Asia,C,https://portal.core.edu.au/conf-ranks/873/
874.0,"International Conference Computer Graphics, Imaging and Visualization",CGIV,C,https://portal.core.edu.au/conf-ranks/874/
875.0,"International Conference for Bulk Materials Storage, Handling and Transportation",,A,https://portal.core.edu.au/conf-ranks/875/
876.0,International Conference Formal Concept Analysis Conference,ICFCA,C,https://portal.core.edu.au/conf-ranks/876/
877.0,"International Conference Imaging Science, Systems and Technology",CISST,C,https://portal.core.edu.au/conf-ranks/877/
878.0,International Conference in Business Process Management,BPM,A,https://portal.core.edu.au/conf-ranks/878/
879.0,"International Conference of Broadband Communication, Information Technology and Biomedical Applications",broadcom,C,https://portal.core.edu.au/conf-ranks/879/
880.0,International Conference of Society for Group Decision and Negotiation,GDN,B,https://portal.core.edu.au/conf-ranks/880/
881.0,International Conference of the International Association for Computer Methods and Advances in Geomechanics,IACMAG,A,https://portal.core.edu.au/conf-ranks/881/
882.0,"International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z (Previously International Conference of B and Z Users, ZB, changed in 2008)",ABZ,C,https://portal.core.edu.au/conf-ranks/882/
884.0,International Conference on 3G Mobile Communication Technologies,3G,C,https://portal.core.edu.au/conf-ranks/884/
885.0,International Conference on Adaptive and Natural Computing Algorithms,ICANNGA,C,https://portal.core.edu.au/conf-ranks/885/
886.0,International Conference on AD-HOC Networks and Wireless,ADHOC-NOW,C,https://portal.core.edu.au/conf-ranks/886/
887.0,International Conference on Advanced Computing and Communications,AdCom,National: India,https://portal.core.edu.au/conf-ranks/887/
888.0,International Conference on Advanced Data Mining and Applications,ADMA,C,https://portal.core.edu.au/conf-ranks/888/
889.0,International Conference on Advanced Information Management,IMS,C,https://portal.core.edu.au/conf-ranks/889/
890.0,International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,B,https://portal.core.edu.au/conf-ranks/890/
891.0,International Conference on Advanced Information Systems Engineering,CaiSE,A,https://portal.core.edu.au/conf-ranks/891/
892.0,International Conference on Advanced Language Processing and Web Information Technology,ALPIT,C,https://portal.core.edu.au/conf-ranks/892/
893.0,International Conference on Advanced Materials Processing,,B,https://portal.core.edu.au/conf-ranks/893/
894.0,International Conference on Advances and Trends in Engineering Materials and Their Applications,,A,https://portal.core.edu.au/conf-ranks/894/
895.0,International Conference on Advances in Computer-Human Interactions,ACHI,C,https://portal.core.edu.au/conf-ranks/895/
896.0,"International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet",SSGRR,C,https://portal.core.edu.au/conf-ranks/896/
897.0,International Conference on Advances in Intelligent Systems: Theory and Applications,AISTA,B,https://portal.core.edu.au/conf-ranks/897/
898.0,International Conference on Advances in Materials and Processing Technologies,,A,https://portal.core.edu.au/conf-ranks/898/
899.0,International Conference on Advances in Mobile Computing and Multimedia,MOMM,C,https://portal.core.edu.au/conf-ranks/899/
900.0,International Conference on Advances in Pattern Recognition and Digital Techniques,ICAPRDT,C,https://portal.core.edu.au/conf-ranks/900/
901.0,International Conference on Affective Computing and Intelligent,ACII,C,https://portal.core.edu.au/conf-ranks/901/
902.0,International Conference on Agents and Artificial Intelligence,ICAART,B,https://portal.core.edu.au/conf-ranks/902/
903.0,International Conference On Agile Manufacturing,,A,https://portal.core.edu.au/conf-ranks/903/
904.0,International Conference on Algebraic and Logic Programming,ALP,B,https://portal.core.edu.au/conf-ranks/904/
905.0,International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,C,https://portal.core.edu.au/conf-ranks/905/
906.0,International Conference on Algorithms and Complexity (was Italian Conference ),CIAC,C,https://portal.core.edu.au/conf-ranks/906/
907.0,International Conference on Applied Cryptography and Network Security,ACNS,B,https://portal.core.edu.au/conf-ranks/907/
908.0,"International Conference on Application-specific Systems, Architectures and Processors",ASAP,A,https://portal.core.edu.au/conf-ranks/908/
909.0,International Conference on Artificial Intelligence,IC-AI,National: USA,https://portal.core.edu.au/conf-ranks/909/
910.0,International Conference on Artificial Intelligence and Law,ICAIL,C,https://portal.core.edu.au/conf-ranks/910/
911.0,International Conference on Artificial Intelligence and Pattern Recognition,AIPR,C,https://portal.core.edu.au/conf-ranks/911/
912.0,International Conference on Artificial Intelligence and Soft Computing,ICAISC,National: Poland,https://portal.core.edu.au/conf-ranks/912/
913.0,International Conference on Artificial Intelligence and Statistics,AISTATS,A,https://portal.core.edu.au/conf-ranks/913/
914.0,International Conference on Artificial Intelligence in Science and Technology,AISAT,C,https://portal.core.edu.au/conf-ranks/914/
915.0,International Conference on Artificial Neural Networks,ICANN,C,https://portal.core.edu.au/conf-ranks/915/
916.0,International Conference on Artificial Reality and Telexistence,ICAT,B,https://portal.core.edu.au/conf-ranks/916/
917.0,"ArtsIT, Interactivity &amp; Game Creation (was International Conference on Arts and Technology)",ArtsIT,C,https://portal.core.edu.au/conf-ranks/917/
918.0,International Conference on Automated Deduction,CADE,A,https://portal.core.edu.au/conf-ranks/918/
919.0,International Conference on Automated Planning and Scheduling,ICAPS,A*,https://portal.core.edu.au/conf-ranks/919/
920.0,"International Conference on Automation, Robotics and Control Systems",ARCS,C,https://portal.core.edu.au/conf-ranks/920/
921.0,International Conference on Advanced and Trusted Computing (was International Conference on Autonomic and Trusted Computing),ATC,C,https://portal.core.edu.au/conf-ranks/921/
922.0,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",AAMAS,A*,https://portal.core.edu.au/conf-ranks/922/
923.0,"International Conference on Availability, Reliability and Security",ARES,B,https://portal.core.edu.au/conf-ranks/923/
924.0,International Conference on Biomedical and Pharmaceutical Engineering,,B,https://portal.core.edu.au/conf-ranks/924/
925.0,"International Conference on Broadband Communications, Networks and Systems",Broadnets,C,https://portal.core.edu.au/conf-ranks/925/
926.0,International Conference on Business Information Systems,BIS,B,https://portal.core.edu.au/conf-ranks/926/
927.0,"International Conference on CAD/CAM, Robotics and Factories of the Future",RFF,C,https://portal.core.edu.au/conf-ranks/927/
928.0,International Conference on Case-Based Reasoning,ICCBR,C,https://portal.core.edu.au/conf-ranks/928/
929.0,International Conference on Chinese Computing,ICCC,C,https://portal.core.edu.au/conf-ranks/929/
930.0,"International Conference on Civil, Structural and Environmental Engineering Computing",CIVIL-COMP,A,https://portal.core.edu.au/conf-ranks/930/
931.0,IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,C,https://portal.core.edu.au/conf-ranks/931/
932.0,International Conference on Coastal Engineering,,A,https://portal.core.edu.au/conf-ranks/932/
933.0,"International Conference on Collaborative Computing: Networks, Applications and Worksharing",CollaborateCom,C,https://portal.core.edu.au/conf-ranks/933/
934.0,International Conference on Communication System Software and Middleware,COMSWARE,C,https://portal.core.edu.au/conf-ranks/934/
935.0,International Conference on Communications in Computing,CIC,C,https://portal.core.edu.au/conf-ranks/935/
936.0,International Conference on Compiler Construction,CC,B,https://portal.core.edu.au/conf-ranks/936/
937.0,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,B,https://portal.core.edu.au/conf-ranks/937/
938.0,International Conference on Complex Systems,CxS,C,https://portal.core.edu.au/conf-ranks/938/
939.0,"International Conference on Complex, Intelligent and Software Intensive Systems",CISIS,C,https://portal.core.edu.au/conf-ranks/939/
940.0,International Conference on Composite Materials,,A,https://portal.core.edu.au/conf-ranks/940/
941.0,International Conference on Computability and Complexity in Analysis,CCA,C,https://portal.core.edu.au/conf-ranks/941/
942.0,International Conference on Computational Collective Intelligence,ICCCI,B,https://portal.core.edu.au/conf-ranks/942/
943.0,International Conference on Computational Engineering Science,ICES,C,https://portal.core.edu.au/conf-ranks/943/
944.0,International Conference on Computational Intelligence and Multimedia,ICCIMA,C,https://portal.core.edu.au/conf-ranks/944/
945.0,International Conference on Computational Intelligence and Security,CIS,National: China,https://portal.core.edu.au/conf-ranks/945/
946.0,International Conference on Computational Intelligence and Software Engineering,CISE,C,https://portal.core.edu.au/conf-ranks/946/
947.0,"International Conference on Computational Intelligence for Modelling, Control and Automation",CIMCA,C,https://portal.core.edu.au/conf-ranks/947/
948.0,"International Conference on Computational Intelligence, Robotics and Autonomous Systems",CIRAS,C,https://portal.core.edu.au/conf-ranks/948/
949.0,International Conference on Computational Linguistics,COLING,B,https://portal.core.edu.au/conf-ranks/949/
950.0,International Conference on Computational Molecular Biology,RECOMB,B,https://portal.core.edu.au/conf-ranks/950/
951.0,International Conference on Computational Plasticity,COMPLAS,A,https://portal.core.edu.au/conf-ranks/951/
952.0,International Conference on Computational Science,ICCS,Multiconference,https://portal.core.edu.au/conf-ranks/952/
953.0,International Conference on Computational Science and its Applications,ICCSA,C,https://portal.core.edu.au/conf-ranks/953/
954.0,International Conference on Computational Semiotics for Games and New Media,Cosign,C,https://portal.core.edu.au/conf-ranks/954/
955.0,International Conference on Computer Analysis of Images and Patterns,CAIP,C,https://portal.core.edu.au/conf-ranks/955/
957.0,SIGGRAPH Asia,SiggraphA,journal published,https://portal.core.edu.au/conf-ranks/957/
958.0,"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,Multiconference,https://portal.core.edu.au/conf-ranks/958/
959.0,"International Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa",AFRIGRAPH,C,https://portal.core.edu.au/conf-ranks/959/
960.0,International Conference on Computer Information Systems and Industrial Management Applications,CISIM,C,https://portal.core.edu.au/conf-ranks/960/
961.0,"International Conference on Computer Safety, Reliability and Security",SAFECOMP,B,https://portal.core.edu.au/conf-ranks/961/
962.0,International Conference on Computer Supported Cooperative Work in Design,CSCWD,C,https://portal.core.edu.au/conf-ranks/962/
963.0,International Conference on Computer Theory and Applications,ICCTA,C,https://portal.core.edu.au/conf-ranks/963/
964.0,International Conference on Computer Vision Systems,ICVS,C,https://portal.core.edu.au/conf-ranks/964/
965.0,International Conference on Computers and their Applications,CATA,National: USA,https://portal.core.edu.au/conf-ranks/965/
966.0,International Conference on Computers Helping People with Special Needs,ICCHP,C,https://portal.core.edu.au/conf-ranks/966/
967.0,International Conference on Computers in Education,ICCE,C,https://portal.core.edu.au/conf-ranks/967/
968.0,International Conference on Computers in Urban Planning and Urban Management,CUPUM,A,https://portal.core.edu.au/conf-ranks/968/
969.0,International Conference on Computing and Combinatorics,COCOON,National:China,https://portal.core.edu.au/conf-ranks/969/
970.0,International Conference on Computing and Informatics,ICOCI,C,https://portal.core.edu.au/conf-ranks/970/
